Date_of_Reporting	Deaths	deaths_cumulative	New_Local_Cases	New_Imported_Cases	New_Undetermined_Cases	New_Total_Cases	Unidentifiable	New_Local_Cases_Source	Notes	Num_Delayed	Date_of_Reporting_REPEAT	New_Local_Cases_Original	New_Local_Cases_20210522	New_Local_Cases_20210523	New_Local_Cases_20210524	New_Local_Cases_20210525	New_Local_Cases_20210526	New_Local_Cases_20210527	New_Local_Cases_20210528	ERR_New_Local_Cases_20210529_ERROR_REPORTED	New_Local_Cases_20210529	New_Local_Cases_20210530	New_Local_Cases_20210531	New_Local_Cases_20210601	New_Local_Cases_20210602	New_Local_Cases_20210603	New_Local_Cases_20210604	New_Local_Cases_20210605	New_Local_Cases_20210606	New_Local_Cases_Revised	Revised_Status	Specimen_from_Reported_COVID-19	Specimen_from_Reported_from_Home_Quarantine	Specimen_from_Enhanced_Surveillance	Total
2020/9/15	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/9/15	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	28	0	132	160
2020/9/16	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/9/16	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	22	0	260	282
2020/9/17	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/9/17	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	31	0	649	680
2020/9/18	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/9/18	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	27	0	324	351
2020/9/19	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/9/19	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	20	0	75	95
2020/9/20	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/9/20	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	20	0	78	98
2020/9/21	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/9/21	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	26	0	257	283
2020/9/22	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/9/22	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	22	0	153	175
2020/9/23	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/9/23	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	22	0	235	257
2020/9/24	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/9/24	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	22	0	176	198
2020/9/25	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/9/25	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	20	0	117	137
2020/9/26	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/9/26	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	19	0	256	275
2020/9/27	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/9/27	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	25	0	179	204
2020/9/28	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/9/28	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	28	0	231	259
2020/9/29	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/9/29	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	24	0	187	211
2020/9/30	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/9/30	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	27	0	233	260
2020/10/1	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/10/1	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	18	0	134	152
2020/10/2	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/10/2	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	25	0	367	392
2020/10/3	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/10/3	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	19	0	90	109
2020/10/4	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/10/4	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	16	0	151	167
2020/10/5	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/10/5	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	41	0	315	356
2020/10/6	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/10/6	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	31	0	139	170
2020/10/7	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/10/7	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	21	0	411	432
2020/10/8	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/10/8	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	27	0	563	590
2020/10/9	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/10/9	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	17	0	322	339
2020/10/10	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/10/10	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	15	0	99	114
2020/10/11	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/10/11	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	15	0	108	123
2020/10/12	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/10/12	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	30	0	275	305
2020/10/13	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/10/13	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	25	0	246	271
2020/10/14	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/10/14	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	20	0	325	345
2020/10/15	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/10/15	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	28	0	561	589
2020/10/16	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/10/16	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	18	0	364	382
2020/10/17	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/10/17	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	16	0	116	132
2020/10/18	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/10/18	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	14	0	162	176
2020/10/19	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/10/19	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	23	0	291	314
2020/10/20	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/10/20	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	20	0	203	223
2020/10/21	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/10/21	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	17	0	198	215
2020/10/22	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/10/22	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	25	0	304	329
2020/10/23	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/10/23	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	17	0	160	177
2020/10/24	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/10/24	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	10	0	87	97
2020/10/25	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/10/25	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	14	0	104	118
2020/10/26	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/10/26	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	24	0	269	293
2020/10/27	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/10/27	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	20	0	186	206
2020/10/28	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/10/28	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	27	0	171	198
2020/10/29	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/10/29	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	18	0	551	569
2020/10/30	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/10/30	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	22	0	134	156
2020/10/31	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/10/31	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	22	0	71	93
2020/11/1	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/11/1	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	16	0	100	116
2020/11/2	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/11/2	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	25	0	327	352
2020/11/3	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/11/3	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	13	0	275	288
2020/11/4	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/11/4	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	28	0	297	325
2020/11/5	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/11/5	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	17	0	255	272
2020/11/6	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/11/6	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	18	0	376	394
2020/11/7	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/11/7	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	11	0	103	114
2020/11/8	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/11/8	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	25	0	93	118
2020/11/9	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/11/9	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	23	0	297	320
2020/11/10	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/11/10	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	37	0	255	292
2020/11/11	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/11/11	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	20	0	267	287
2020/11/12	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/11/12	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	33	0	347	380
2020/11/13	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/11/13	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	23	0	181	204
2020/11/14	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/11/14	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	23	0	75	98
2020/11/15	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/11/15	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	11	0	91	102
2020/11/16	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/11/16	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	30	0	352	382
2020/11/17	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/11/17	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	30	0	185	215
2020/11/18	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/11/18	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	19	0	268	287
2020/11/19	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/11/19	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	25	0	404	429
2020/11/20	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/11/20	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	23	0	176	199
2020/11/21	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/11/21	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	22	0	188	210
2020/11/22	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/11/22	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	10	0	116	126
2020/11/23	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/11/23	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	30	0	311	341
2020/11/24	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/11/24	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	36	0	306	342
2020/11/25	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/11/25	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	30	0	299	329
2020/11/26	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/11/26	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	44	0	381	425
2020/11/27	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/11/27	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	37	0	601	638
2020/11/28	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/11/28	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	25	0	454	479
2020/11/29	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/11/29	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	34	0	207	241
2020/11/30	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/11/30	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	36	0	301	337
2020/12/1	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/12/1	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	45	0	318	363
2020/12/2	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/12/2	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	29	0	155	184
2020/12/3	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/12/3	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	33	0	865	898
2020/12/4	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/12/4	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	59	0	224	283
2020/12/5	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/12/5	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	20	0	126	146
2020/12/6	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/12/6	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	29	0	108	137
2020/12/7	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/12/7	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	48	0	194	242
